"company_id","site_id","billing_contact","name","email","address","city","state","zip","phone1","phone2","url","key_technologies","notes","entered_by","owner","date_created","date_modified","is_hot","fax_number","import_id","default_company"
"2689","1",NULL,"BSM INC.",,,,,,,,,,,"1","1","2016-04-30 09:12:30","2016-04-30 09:12:30","0",,NULL,"0"
"2690","1",NULL,"PEAKPNT INC","info@peakpoint.com",,,,,"330-732-5768",,,,,"1","1","2016-04-30 09:12:30","2016-04-30 09:12:30","0",,NULL,"0"
"2691","1",NULL,"ConsultAdd INC.",,,,,,,,,,,"1","1","2016-04-30 09:12:31","2016-04-30 09:12:31","0",,NULL,"0"
"2692","1",NULL,"Katzman I Katzman",,"3500 DePauw Blvd., Suite 2100 Indianapolis 46268","Indianapolis",,,"317-872-5700",,,,,"1","1","2016-04-30 09:12:31","2016-04-30 09:12:31","0",,NULL,"0"
"2693","1",NULL,"BA Technolinks, Corp",,,,,,,,,,,"1","1","2016-04-30 09:12:31","2016-04-30 09:12:31","0",,NULL,"0"
"2694","1",NULL,"Oberon IT","anudeep@oberonit.com",,,,,"972-330-5904",,,,,"1","1","2016-04-30 09:12:32","2016-04-30 09:12:32","0",,NULL,"0"
"2695","1",NULL,"KSM Technologies",,,,,,,,,,,"1","1","2016-04-30 09:12:32","2016-04-30 09:12:32","0",,NULL,"0"
"2696","1",NULL,"I28 Tech Inc.","info@i28tech.com",,,,,"(732)-943-0151",,,,,"1","1","2016-04-30 09:12:32","2016-04-30 09:12:32","0",,NULL,"0"
"2697","1",NULL,"EmrIT Solutions LLC",,,,,,,,,,,"1","1","2016-04-30 09:12:32","2016-04-30 09:12:32","0",,NULL,"0"
"2698","1",NULL,"HCL Global Systems, Inc.","info@hclglobal.com","Farmington Hills, MI 48335","Farmington Hills","MI",,"(248) 473-0720",,,,,"1","1","2016-04-30 09:12:33","2016-04-30 09:12:33","0",,NULL,"0"
"2699","1",NULL,"Sieger INC.","management@siegerinc.com",,,,,"734 224 4673",,,,,"1","1","2016-04-30 09:12:33","2016-04-30 09:12:33","0",,NULL,"0"
"2700","1",NULL,"Pro-Tek Consulting",,,,,,,,,,,"1","1","2016-04-30 09:12:33","2016-04-30 09:12:33","0",,NULL,"0"
"2701","1",NULL,"Adroo Technologies LLC",,,,,,,,,,,"1","1","2016-04-30 09:12:34","2016-04-30 09:12:34","0",,NULL,"0"
"2702","1",NULL,"GEMINI IT LABS INC","Ajay@geminiitlabs.com","Herndon, VERGENIA 20171 usa","Herndon","VERGENIA",,"(201)-233-3741",,,,,"1","1","2016-04-30 09:12:34","2016-04-30 09:12:34","0",,NULL,"0"
"2703","1",NULL,"Indiana University School of Informatics",,,,,,,,,,,"1","1","2016-04-30 09:12:34","2016-04-30 09:12:34","0",,NULL,"0"
"2704","1",NULL,"Indiana State Library",,,,,,,,,,,"1","1","2016-04-30 09:12:35","2016-04-30 09:12:35","0",,NULL,"0"
"2705","1",NULL,"National FFA Organization",,"6060 FFA Dr Indianapolis 46278","Indianapolis",,,"317-802-4221",,,,,"1","1","2016-04-30 09:12:35","2016-04-30 09:12:35","0",,NULL,"0"
"2706","1",NULL,"Harding Poorman Group",,,,,,,,,,,"1","1","2016-04-30 09:12:35","2016-04-30 09:12:35","0",,NULL,"0"
"2707","1",NULL,"Miles Printing",,,,,,,,,,,"1","1","2016-04-30 09:12:36","2016-04-30 09:12:36","0",,NULL,"0"
"2708","1",NULL,"IOT",,,,,,,,,,,"1","1","2016-04-30 09:12:36","2016-04-30 09:12:36","0",,NULL,"0"
"2709","1",NULL,"IT TrialBlazers",,,,,,,,,,,"1","1","2016-04-30 09:12:36","2016-04-30 09:12:36","0",,NULL,"0"
"2710","1",NULL,"Interactive Financial Marketing Group",,,,,,,,,,,"1","1","2016-04-30 09:12:37","2016-04-30 09:12:37","0",,NULL,"0"
"2711","1",NULL,"Urban Capital development",,,,,,,,,,,"1","1","2016-04-30 09:12:37","2016-04-30 09:12:37","0",,NULL,"0"
"2712","1",NULL,"Indiana Farmers Mutual",,,,,,,,,,,"1","1","2016-04-30 09:12:37","2016-04-30 09:12:37","0",,NULL,"0"
"2713","1",NULL,"Wild Birds Unlimited",,,,,,,,,,,"1","1","2016-04-30 09:12:38","2016-04-30 09:12:38","0",,NULL,"0"
"2714","1",NULL,"abhiram4229@gmail.com",,,,,,,,,,,"1","1","2016-04-30 09:12:38","2016-04-30 09:12:38","0",,NULL,"0"
"2715","1",NULL,"BLUELINE Software Services, INC","subir@blueliness.com",,,,,"732-494-4180",,,,,"1","1","2016-04-30 09:12:38","2016-04-30 09:12:38","0",,NULL,"0"
"2716","1",NULL,"Digital Relevance",,,,,,,,,,,"1","1","2016-04-30 09:12:39","2016-04-30 09:12:39","0",,NULL,"0"
"2717","1",NULL,"Kyyba, Inc.","palanin@kyyba.net","28230 Orchard Lake Road Suite 130 Farmington Hills, MI 48334","Farmington Hills","MI",,"(248) 813-9665",,,,,"1","1","2016-04-30 09:12:39","2016-04-30 09:12:39","0",,NULL,"0"
"2718","1",NULL,"URC State of Indiana",,,,,,,,,,,"1","1","2016-04-30 09:12:40","2016-04-30 09:12:40","0",,NULL,"0"
"2719","1",NULL,"International Medical Group",,,,,,"(317) 833-1688",,,,,"1","1","2016-04-30 09:12:40","2016-04-30 09:12:40","0",,NULL,"0"
"2720","1",NULL,"Vensar Technology Inc,","rakesh@vensar.us",,,,,"847-801-4015",,,,,"1","1","2016-04-30 09:12:40","2016-04-30 09:12:40","0",,NULL,"0"
"2721","1",NULL,"Mindtree",,,,,,,,,,,"1","1","2016-04-30 09:12:40","2016-04-30 09:12:40","0",,NULL,"0"
"2722","1",NULL,"netPolarity, Inc.",,"900 East Campbell Avenue Campbell, CA 95008","Campbell","CA",,"408-971-1100",,,,,"1","1","2016-04-30 09:12:41","2016-04-30 09:12:41","0",,NULL,"0"
"2723","1",NULL,"Stonemill Consulting",,,,,,,,,,,"1","1","2016-04-30 09:12:41","2016-04-30 09:12:41","0",,NULL,"0"
"2724","1",NULL,"Lewellyn Technology",,,,,,"812-847-3525",,,,,"1","1","2016-04-30 09:12:41","2016-04-30 09:12:41","0",,NULL,"0"
"2725","1",NULL,"Steak'n Shake",,,,,,"317-616-7455",,,,,"1","1","2016-04-30 09:12:42","2016-04-30 09:12:42","0",,NULL,"0"
"2726","1",NULL,"IVY Tech",,,,,,,,,,,"1","1","2016-04-30 09:12:42","2016-04-30 09:12:42","0",,NULL,"0"
"2727","1",NULL,"StarPoint",,,,,,,,,,,"1","1","2016-04-30 09:12:43","2016-04-30 09:12:43","0",,NULL,"0"
"2728","1",NULL,"Manutek",,,,,,,,,,,"1","1","2016-04-30 09:12:43","2016-04-30 09:12:43","0",,NULL,"0"
"2729","1",NULL,"modis",,,,,,,,,,,"1","1","2016-04-30 09:12:44","2016-04-30 09:12:44","0",,NULL,"0"
"2730","1",NULL,"Systemtec",,,,,,,,,,,"1","1","2016-04-30 09:12:44","2016-04-30 09:12:44","0",,NULL,"0"
"2731","1",NULL,"Advantech Solutions, Inc.",,"2340 S. Arlington Heights Rd. Arlington Heights, IL 60005","Arlington Heights","IL",,"847-690-0255",,,,,"1","1","2016-04-30 09:12:44","2016-04-30 09:12:44","0",,NULL,"0"
"2732","1",NULL,"Safis Solutions",,,,,,,,,,,"1","1","2016-04-30 09:12:45","2016-04-30 09:12:45","0",,NULL,"0"
"2733","1",NULL,"Experis US, Inc.",,"3101 Zinfandel Drive, Suite 240 Rancho Cordova, CA","Rancho Cordova","CA",,"916.638.6250",,,,,"1","1","2016-04-30 09:12:45","2016-04-30 09:12:45","0",,NULL,"0"
"2734","1",NULL,"Sacremento Tech Group",,,,,,,,,,,"1","1","2016-04-30 09:12:45","2016-04-30 09:12:45","0",,NULL,"0"
"2735","1",NULL,"Pyramid Consulting, Inc.",,"11100 Atlantis Place Alpharetta, GA 30022","Alpharetta","GA",,"770-255-0765",,,,,"1","1","2016-04-30 09:12:46","2016-04-30 09:12:46","0",,NULL,"0"
"2736","1",NULL,"State of Indiana-Department of Environment Management",,,,,,,,,,,"1","1","2016-04-30 09:12:46","2016-04-30 09:12:46","0",,NULL,"0"
"2737","1",NULL,"Energy Trust of Oregon",,,,,,,,,,,"1","1","2016-04-30 09:12:46","2016-04-30 09:12:46","0",,NULL,"0"
"2738","1",NULL,"Cross Fire Group LLC","deb@xfiregroup.com","691 N. Squirrel Road, Suite 118 Auburn Hills, MI 48326-2846","Auburn Hills","MI",,"866-839-2600",,,,,"1","1","2016-04-30 09:12:47","2016-04-30 09:12:47","0",,NULL,"0"
"2739","1",NULL,"First Financial Bank",,,,,,,,,,,"1","1","2016-04-30 09:12:47","2016-04-30 09:12:47","0",,NULL,"0"
"2740","1",NULL,"Goodwill Industries of Central Indiana",,"1635 W.Michigan St. Indianapolis","Indianapolis",,,"317-524-4529",,,,,"1","1","2016-04-30 09:12:47","2016-04-30 09:12:47","0",,NULL,"0"
"2741","1",NULL,"Cross Roads","thorpeal@aol.com",,,,,"317.339.9099",,,,,"1","1","2016-04-30 09:12:48","2016-04-30 09:12:48","0",,NULL,"0"
"2742","1",NULL,"Whitinger & Company","shuffman@whitinger.com",,,,,"317-436-7488",,,,,"1","1","2016-04-30 09:12:48","2016-04-30 09:12:48","0",,NULL,"0"
"2743","1",NULL,"The Strategy Forums","Marla@TheStrategyForums.com",,,,,"317-797-8798",,,,,"1","1","2016-04-30 09:12:48","2016-04-30 09:12:48","0",,NULL,"0"
"2744","1",NULL,"STLogics",,,,,,,,,,,"1","1","2016-04-30 09:12:49","2016-04-30 09:12:49","0",,NULL,"0"
"2745","1",NULL,"State Indiana Department of Revenue",,,,,,,,,,,"1","1","2016-04-30 09:12:49","2016-04-30 09:12:49","0",,NULL,"0"
"2746","1",NULL,"Covance",,,,,,,,,,,"1","1","2016-04-30 09:12:49","2016-04-30 09:12:49","0",,NULL,"0"
"2747","1",NULL,"State of Hampshire",,,,,,,,,,,"1","1","2016-04-30 09:12:50","2016-04-30 09:12:50","0",,NULL,"0"
"2748","1",NULL,"SPAWAR",,,,,,,,,,,"1","1","2016-04-30 09:12:50","2016-04-30 09:12:50","0",,NULL,"0"
"2749","1",NULL,"Indiana Office of the Attorney General (INOAG)",,,,,,,,,,,"1","1","2016-04-30 09:12:50","2016-04-30 09:12:50","0",,NULL,"0"
"2750","1",NULL,"American Specialty Health",,,,,,,,,,,"1","1","2016-04-30 09:12:51","2016-04-30 09:12:51","0",,NULL,"0"
"2751","1",NULL,"Chatham Ventures",,,,,,,,,,,"1","1","2016-04-30 09:12:51","2016-04-30 09:12:51","0",,NULL,"0"
"2752","1",NULL,"Genworth",,"Raleigh, NC","Raleigh","NC",,,,,,,"1","1","2016-04-30 09:12:51","2016-04-30 09:12:51","0",,NULL,"0"
"2753","1",NULL,"IU Health",,,"Indianapolis","Indiana",,"317-962-9332",,,,,"1","1","2016-04-30 09:12:52","2016-04-30 09:12:52","0",,NULL,"0"
"2754","1",NULL,"Key Benefit Adminstrators",,,"Indianapolis","Indiana",,"(317) 284-7100",,,,,"1","1","2016-04-30 09:12:52","2016-04-30 09:12:52","0",,NULL,"0"
"2755","1",NULL,"IOT - Desktop Services",,,,,,,,,,,"1","1","2016-04-30 09:12:52","2016-04-30 09:12:52","0",,NULL,"0"
"2756","1",NULL,"Family & Social Services Adminstration - FSSA",,,,,,,,,,,"1","1","2016-04-30 09:12:53","2016-04-30 09:12:53","0",,NULL,"0"
"2757","1",NULL,"IOT - Managed Performance Hub",,,,,,,,,,,"1","1","2016-04-30 09:12:53","2016-04-30 09:12:53","0",,NULL,"0"
"2758","1",NULL,"State of Indiana-IN.gov Services & Project Management",,,,,,,,,,,"1","1","2016-04-30 09:12:53","2016-04-30 09:12:53","0",,NULL,"0"
"2759","1",NULL,"Indiana Government Management Information Systems",,,,,,,,,,,"1","1","2016-04-30 09:12:53","2016-04-30 09:12:53","0",,NULL,"0"
"2760","1",NULL,"IOT- Architecture, Storage & Database Services",,,,,,,,,,,"1","1","2016-04-30 09:12:54","2016-04-30 09:12:54","0",,NULL,"0"
"2761","1",NULL,"State of Indiana-MPH",,,,,,,,,,,"1","1","2016-04-30 09:12:54","2016-04-30 09:12:54","0",,NULL,"0"
"2762","1",NULL,"State of Indiana-Government Management Information Systems - GMI",,,,,,,,,,,"1","1","2016-04-30 09:12:54","2016-04-30 09:12:54","0",,NULL,"0"
"2763","1",NULL,"IOT - Architecture, Storage & Database Services",,,,,,,,,,,"1","1","2016-04-30 09:12:55","2016-04-30 09:12:55","0",,NULL,"0"
"2764","1",NULL,"IOT - Server Applications",,,,,,,,,,,"1","1","2016-04-30 09:12:55","2016-04-30 09:12:55","0",,NULL,"0"
"2765","1",NULL,"IOT - Unified Communications",,,,,,,,,,,"1","1","2016-04-30 09:12:55","2016-04-30 09:12:55","0",,NULL,"0"
"2766","1",NULL,"IOT - Shared Services",,,,,,,,,,,"1","1","2016-04-30 09:12:56","2016-04-30 09:12:56","0",,NULL,"0"
"2767","1",NULL,"Indiana Procurement & Department of Administration",,,,,,,,,,,"1","1","2016-04-30 09:12:56","2016-04-30 09:12:56","0",,NULL,"0"
"2768","1",NULL,"IOT - Data Center & Customer Service",,,,,,,,,,,"1","1","2016-04-30 09:12:56","2016-04-30 09:12:56","0",,NULL,"0"
"2769","1",NULL,"Geographic Information Systems",,,,,,,,,,,"1","1","2016-04-30 09:12:57","2016-04-30 09:12:57","0",,NULL,"0"
"2770","1",NULL,"State of Indiana - Architecture, Storage & Database Services",,,,,,,,,,,"1","1","2016-04-30 09:12:57","2016-04-30 09:12:57","0",,NULL,"0"
"2771","1",NULL,"State of Indiana -Information Security",,,,,,,,,,,"1","1","2016-04-30 09:12:57","2016-04-30 09:12:57","0",,NULL,"0"
"2772","1",NULL,"Chief Information Officer",,,,,,,,,,,"1","1","2016-04-30 09:12:58","2016-04-30 09:12:58","0",,NULL,"0"
"2773","1",NULL,"State Of Indiana - MPH",,,,,,,,,,,"1","1","2016-04-30 09:12:58","2016-04-30 09:12:58","0",,NULL,"0"
"2774","1",NULL,"Department of Child Services",,,,,,,,,,,"1","1","2016-04-30 09:12:58","2016-04-30 09:12:58","0",,NULL,"0"
"2775","1",NULL,"Department of Transportation",,,,,,,,,,,"1","1","2016-04-30 09:12:59","2016-04-30 09:12:59","0",,NULL,"0"
"2776","1",NULL,"Indiana State Police",,,,,,,,,,,"1","1","2016-04-30 09:12:59","2016-04-30 09:12:59","0",,NULL,"0"
"2777","1",NULL,"MTC CRM",,,,,,,,,,,"1","1","2016-04-30 09:12:59","2016-04-30 09:12:59","0",,NULL,"0"
"2778","1",NULL,"Online Tech",,,,,,,,,,,"1","1","2016-04-30 09:13:00","2016-04-30 09:13:00","0",,NULL,"0"
"2779","1",NULL,"State of Indiana-SPD",,,,,,,,,,,"1","1","2016-04-30 09:13:00","2016-04-30 09:13:00","0",,NULL,"0"
"2780","1",NULL,"State of Indiana-Bureau of Motor Vehicles",,,,,,,,,,,"1","1","2016-04-30 09:13:00","2016-04-30 09:13:00","0",,NULL,"0"
"2781","1",NULL,"State of Indiana/Indiana State Police",,,,,,,,,,,"1","1","2016-04-30 09:13:01","2016-04-30 09:13:01","0",,NULL,"0"
"2782","1",NULL,"High Point",,"Indianapolis","Indianapolis",,,,,,,,"1","1","2016-04-30 09:13:01","2016-04-30 09:13:01","0",,NULL,"0"
"2783","1",NULL,"Coach wissel",,,,,,,,,,,"1","1","2016-04-30 09:13:01","2016-04-30 09:13:01","0",,NULL,"0"
"2784","1",NULL,"State of Indiana-Office of Utility Consumer Counselor (OUCC)",,,,,,,,,,,"1","1","2016-04-30 09:13:02","2016-04-30 09:13:02","0",,NULL,"0"
"2785","1",NULL,"SimplyHR",,,,,,"317-340-6054",,,,,"1","1","2016-04-30 09:13:02","2016-04-30 09:13:02","0",,NULL,"0"
"2786","1",NULL,"CNO Financial",,,,,,,,,,,"1","1","2016-04-30 09:13:02","2016-04-30 09:13:02","0",,NULL,"0"
"2787","1",NULL,"Life Fitness",,"Columbia Center III 9525 Bryn Mawr Avenue Rosemont, IL 60018","Rosemont","IL",,"847.288.3300",,,,,"1","1","2016-04-30 09:13:03","2016-04-30 09:13:03","0",,NULL,"0"
"2788","1",NULL,"Monument Consulting",,,,,,,,,,,"1","1","2016-04-30 09:13:03","2016-04-30 09:13:03","0",,NULL,"0"
"2789","1",NULL,"Interactive Intelligence",,"Indianapolis, IN","Indianapolis","IN",,"317-715-8349",,,,,"1","1","2016-04-30 09:13:03","2016-04-30 09:13:03","0",,NULL,"0"
"2790","1",NULL,"OurHealth",,,,,,,,,,,"1","1","2016-04-30 09:13:04","2016-04-30 09:13:04","0",,NULL,"0"
"2791","1",NULL,"State of Indiana - Bureau of Motor Vehicles",,,,,,,,,,,"1","1","2016-04-30 09:13:04","2016-04-30 09:13:04","0",,NULL,"0"
"2792","1",NULL,"Indiana Office of Technology",,,,,,,,,,,"1","1","2016-04-30 09:13:04","2016-04-30 09:13:04","0",,NULL,"0"
"2793","1",NULL,"State of Indiana - State Personnel Department",,,,,,"317-234-7871",,,,,"1","1","2016-04-30 09:13:05","2016-04-30 09:13:05","0",,NULL,"0"
"2794","1",NULL,"egov strategies",,,,,,,,,,,"1","1","2016-04-30 09:13:05","2016-04-30 09:13:05","0",,NULL,"0"
